name_a,name_b,identity,len_a,len_b
8VQ1_single_001_density_input.pdb,3uk7A01_18.pdb,0.352,226,187
8VQ1_single_001_density_input.pdb,3fseA01_7.pdb,0.313,226,190
8VQ1_single_001_density_input.pdb,3fseA01_11.pdb,0.333,226,190
8VQ1_single_001_density_input.pdb,4hcjA00_1.pdb,0.35,226,169
8VQ1_single_001_density_input.pdb,4y1eA_27.pdb,0.305,226,171
8VQ1_single_001_density_input.pdb,4y1eA_11.pdb,0.333,226,171
8VQ1_single_001_density_input.pdb,3cyfA00_7.pdb,0.303,226,185
8VQ1_single_001_density_input.pdb,3cyfA00_9.pdb,0.297,226,185
8VQ1_single_001_density_input.pdb,4k2hD00_9.pdb,0.303,226,186
8VQ1_single_001_density_input.pdb,4k2hD00_9_reres.pdb,0.303,226,186
8VQ1_single_001_density_input.pdb,3fseA01_18.pdb,0.315,226,190
8VQ1_single_001_density_input.pdb,3fseA01_5.pdb,0.32,226,190
8VQ1_single_001_density_input.pdb,4xllA00_2.pdb,0.327,226,183
8VQ1_single_001_density_input.pdb,3uk7A01_0.pdb,0.349,226,187
8VQ1_single_001_density_input.pdb,4y1eA_6.pdb,0.325,226,171
8VQ1_single_001_density_input.pdb,3cyfA00_4.pdb,0.296,226,185
8VQ1_single_001_density_input.pdb,3cyfA00_16.pdb,0.308,226,185
8VQ1_single_001_density_input.pdb,3cyfA00_6.pdb,0.292,226,185
8VQ1_single_001_density_input.pdb,4k2hD00_2_reres.pdb,0.384,226,186
8VQ1_single_001_density_input.pdb,4k2hD00_2.pdb,0.384,226,186
8VQ1_single_001_density_input.pdb,3fseA01_1.pdb,0.317,226,190
8VQ1_single_001_density_input.pdb,4y1eA_16.pdb,0.325,226,171
8VQ1_single_001_density_input.pdb,4xllA00_26.pdb,0.35,226,183
8VQ1_single_001_density_input.pdb,3cyfA00_21.pdb,0.293,226,185
8VQ1_single_001_density_input.pdb,4y1eA_5.pdb,0.298,226,171
8VQ1_single_001_density_input.pdb,3cyfA00_29.pdb,0.302,226,185
8VQ1_single_001_density_input.pdb,3fseA01_23.pdb,0.305,226,190
8VQ1_single_001_density_input.pdb,3fseA01_26.pdb,0.296,226,190
8VQ1_single_001_density_input.pdb,3fseA01_16.pdb,0.309,226,190
8VQ1_single_001_density_input.pdb,3bhnA00_3.pdb,0.362,226,208
8VQ1_single_001_density_input.pdb,4y1eA_31.pdb,0.344,226,171
8VQ1_single_001_density_input.pdb,4y1eA_9.pdb,0.317,226,171
8VQ1_single_001_density_input.pdb,3cyfA00_2.pdb,0.297,226,185
8VQ1_single_001_density_input.pdb,4k2hD00_6.pdb,0.276,226,186
8VQ1_single_001_density_input.pdb,4k2hD00_6_reres.pdb,0.276,226,186
8VQ1_single_001_density_input.pdb,3bhnA00_11.pdb,0.36,226,208
8VQ1_single_001_density_input.pdb,4y1eA_1.pdb,0.33,226,171
8VQ1_single_001_density_input.pdb,3uk7A01_6.pdb,0.357,226,187
8VQ1_single_001_density_input.pdb,3fseA01_12.pdb,0.293,226,190
8VQ1_single_001_density_input.pdb,4y1eA_29.pdb,0.345,226,171
8VQ1_single_001_density_input.pdb,4xllA00_5.pdb,0.341,226,183
8VQ1_single_001_density_input.pdb,4k2hD00_3.pdb,0.343,226,186
8VQ1_single_001_density_input.pdb,3fseA01_30.pdb,0.328,226,190
8VQ1_single_001_density_input.pdb,4y1eA_28.pdb,0.292,226,171
8VQ1_single_001_density_input.pdb,4y1eA_22.pdb,0.324,226,171
8VQ1_single_001_density_input.pdb,3fseA01_27.pdb,0.305,226,190
8VQ1_single_001_density_input.pdb,4xllA00_22.pdb,0.284,226,183
8VQ1_single_001_density_input.pdb,2vrnA00_21.pdb,0.294,226,184
8VQ1_single_001_density_input.pdb,3cyfA00_12.pdb,0.321,226,185
8VQ1_single_001_density_input.pdb,4y1eA_21.pdb,0.387,226,171
8VQ1_single_001_density_input.pdb,4xllA00_17.pdb,0.292,226,183
8VQ1_single_001_density_input.pdb,2vrnA00_6.pdb,0.273,226,184
8VQ1_single_001_density_input.pdb,3cyfA00_23.pdb,0.314,226,185
8VQ1_single_001_density_input.pdb,4k2hD00_31.pdb,0.328,226,186
8VQ1_single_001_density_input.pdb,4k2hD00_31_reres.pdb,0.328,226,186
8VQ1_single_001_density_input.pdb,3fseA01_25.pdb,0.296,226,190
8VQ1_single_001_density_input.pdb,3fseA01_6.pdb,0.296,226,190
8VQ1_single_001_density_input.pdb,3cyfA00_19.pdb,0.292,226,185
8VQ1_single_001_density_input.pdb,3cyfA00_10.pdb,0.316,226,185
8VQ1_single_001_density_input.pdb,3bhnA00_1.pdb,0.36,226,208
8VQ1_single_001_density_input.pdb,4y1eA_7.pdb,0.324,226,171
8VQ1_single_001_density_input.pdb,3cyfA00_1.pdb,0.314,226,185
8VQ1_single_001_density_input.pdb,2vrnA00_3.pdb,0.309,226,184
8VQ1_single_001_density_input.pdb,3bhnA00_16.pdb,0.366,226,208
8VQ1_single_001_density_input.pdb,4xllA00_11.pdb,0.316,226,183
8VQ1_single_001_density_input.pdb,2vrnA00_14.pdb,0.336,226,184
8VQ1_single_001_density_input.pdb,3fseA01_22.pdb,0.373,226,190
8VQ1_single_001_density_input.pdb,3bhnA00_25.pdb,0.318,226,208
8VQ1_single_001_density_input.pdb,4xllA00_24.pdb,0.324,226,183
8VQ1_single_001_density_input.pdb,3bhnA00_24.pdb,0.338,226,208
8VQ1_single_001_density_input.pdb,4xllA00_9.pdb,0.314,226,183
8VQ1_single_001_density_input.pdb,2vrnA00_11.pdb,0.298,226,184
8VQ1_single_001_density_input.pdb,3bhnA00_14.pdb,0.34,226,208
8VQ1_single_001_density_input.pdb,3bhnA00_17.pdb,0.294,226,208
8VQ1_single_001_density_input.pdb,4xllA00_8.pdb,0.284,226,183
8VQ1_single_001_density_input.pdb,3bhnA00_22.pdb,0.393,226,208
8VQ1_single_001_density_input.pdb,3bhnA00_7.pdb,0.293,226,208
8VQ1_single_001_density_input.pdb,3bhnA00_23.pdb,0.294,226,208
8VQ1_single_001_density_input.pdb,3bhnA00_30.pdb,0.357,226,208
8VQ1_single_001_density_input.pdb,3bhnA00_0.pdb,0.382,226,208
8VQ1_single_001_density_input.pdb,3bhnA00_13.pdb,0.315,226,208
8VQ1_single_001_density_input.pdb,3bhnA00_29.pdb,0.358,226,208
8VQ1_single_001_density_input.pdb,2vrnA00_12.pdb,0.256,226,184
8VQ1_single_001_density_input.pdb,3bhnA00_2.pdb,0.324,226,208
8VQ1_single_001_density_input.pdb,3bhnA00_26.pdb,0.298,226,208
8VQ1_single_001_density_input.pdb,3bhnA00_28.pdb,0.362,226,208
8VQ1_single_001_density_input.pdb,3bhnA00_6.pdb,0.324,226,208
8VQ1_single_001_density_input.pdb,3fseA01_28.pdb,0.298,226,190
8VQ1_single_001_density_input.pdb,3bhnA00_20.pdb,0.333,226,208
8VQ1_single_001_density_input.pdb,3bhnA00_27.pdb,0.272,226,208
8VQ1_single_001_density_input.pdb,3bhnA00_21.pdb,0.379,226,208
8VQ1_single_001_density_input.pdb,3bhnA00_19.pdb,0.379,226,208
8VQ1_single_001_density_input.pdb,3bhnA00_5.pdb,0.266,226,208
6NI5_single_001_density_input.pdb,3ewnA00_3.pdb,0.427,227,228
6NI5_single_001_density_input.pdb,3ewnA00_0.pdb,0.443,227,228
6NI5_single_001_density_input.pdb,3ewnA00_25.pdb,0.446,227,228
6NI5_single_001_density_input.pdb,3ewnA00_7.pdb,0.433,227,228
6NI5_single_001_density_input.pdb,3ewnA00_22.pdb,0.449,227,228
6NI5_single_001_density_input.pdb,3ewnA00_15.pdb,0.471,227,228
6NI5_single_001_density_input.pdb,3ewnA00_19.pdb,0.44,227,228
6NI5_single_001_density_input.pdb,3ewnA00_24.pdb,0.416,227,228
6NI5_single_001_density_input.pdb,3ewnA00_4.pdb,0.448,227,228
6NI5_single_001_density_input.pdb,3ewnA00_8.pdb,0.418,227,228
6NI5_single_001_density_input.pdb,3ewnA00_5.pdb,0.443,227,228
6NI5_single_001_density_input.pdb,3ewnA00_17.pdb,0.424,227,228
6NI5_single_001_density_input.pdb,3ewnA00_31.pdb,0.401,227,228
6NI5_single_001_density_input.pdb,3ewnA00_18.pdb,0.443,227,228
6NI5_single_001_density_input.pdb,3mgkB_28.pdb,0.344,227,201
6NI5_single_001_density_input.pdb,3mgkB_28_reres.pdb,0.344,227,201
6NI5_single_001_density_input.pdb,3mgkB_29.pdb,0.35,227,201
6NI5_single_001_density_input.pdb,3mgkB_29_reres.pdb,0.35,227,201
6NI5_single_001_density_input.pdb,3ewnA00_30.pdb,0.411,227,228
6NI5_single_001_density_input.pdb,3ewnA00_6.pdb,0.421,227,228
6NI5_single_001_density_input.pdb,3ewnA00_10.pdb,0.411,227,228
6NI5_single_001_density_input.pdb,3ewnA00_21.pdb,0.407,227,228
6NI5_single_001_density_input.pdb,3ewnA00_13.pdb,0.417,227,228
6NI5_single_001_density_input.pdb,3ewnA00_28.pdb,0.408,227,228
6NI5_single_001_density_input.pdb,3mgkB_13.pdb,0.333,227,201
6NI5_single_001_density_input.pdb,3mgkB_13_reres.pdb,0.333,227,201
6NI5_single_001_density_input.pdb,3ewnA00_23.pdb,0.409,227,228
6NI5_single_001_density_input.pdb,3mgkB_7.pdb,0.344,227,201
6NI5_single_001_density_input.pdb,3mgkB_7_reres.pdb,0.344,227,201
6NI5_single_001_density_input.pdb,3ewnA00_1.pdb,0.417,227,228
6NI5_single_001_density_input.pdb,3ewnA00_26.pdb,0.415,227,228
6NI5_single_001_density_input.pdb,3ewnA00_27.pdb,0.409,227,228
6NI5_single_001_density_input.pdb,3ewnA00_16.pdb,0.417,227,228
6NI5_single_001_density_input.pdb,3ewnA00_9.pdb,0.395,227,228
6NI5_single_001_density_input.pdb,3mgkB_17.pdb,0.338,227,201
6NI5_single_001_density_input.pdb,3mgkB_17_reres.pdb,0.338,227,201
6NI5_single_001_density_input.pdb,3ewnA00_11.pdb,0.409,227,228
6NI5_single_001_density_input.pdb,3ewnA00_20.pdb,0.436,227,228
6NI5_single_001_density_input.pdb,3mgkB_15.pdb,0.338,227,201
6NI5_single_001_density_input.pdb,3mgkB_15_reres.pdb,0.338,227,201
6NI5_single_001_density_input.pdb,3mgkB_6.pdb,0.333,227,201
6NI5_single_001_density_input.pdb,3mgkB_6_reres.pdb,0.333,227,201
6NI5_single_001_density_input.pdb,3mgkB_18.pdb,0.344,227,201
6NI5_single_001_density_input.pdb,3mgkB_18_reres.pdb,0.344,227,201
6NI5_single_001_density_input.pdb,3mgkB_14.pdb,0.338,227,201
6NI5_single_001_density_input.pdb,3mgkB_14_reres.pdb,0.338,227,201
6NI5_single_001_density_input.pdb,3mgkB_20.pdb,0.327,227,201
6NI5_single_001_density_input.pdb,3mgkB_20_reres.pdb,0.327,227,201
6NI5_single_001_density_input.pdb,3mgkB_2_reres.pdb,0.327,227,201
6NI5_single_001_density_input.pdb,3mgkB_2.pdb,0.327,227,201
6NI5_single_001_density_input.pdb,3mgkB_9.pdb,0.333,227,201
6NI5_single_001_density_input.pdb,3mgkB_9_reres.pdb,0.333,227,201
6NI5_single_001_density_input.pdb,3mgkB_30.pdb,0.316,227,201
6NI5_single_001_density_input.pdb,3mgkB_30_reres.pdb,0.316,227,201
6NI5_single_001_density_input.pdb,3ewnA00_29.pdb,0.384,227,228
6NI5_single_001_density_input.pdb,3mgkB_25.pdb,0.322,227,201
6NI5_single_001_density_input.pdb,3mgkB_25_reres.pdb,0.322,227,201
6NI5_single_001_density_input.pdb,3mgkB_26_reres.pdb,0.316,227,201
6NI5_single_001_density_input.pdb,3mgkB_26.pdb,0.316,227,201
6NI5_single_001_density_input.pdb,3ewnA00_12.pdb,0.408,227,228
6NI5_single_001_density_input.pdb,3mgkB_4.pdb,0.333,227,201
6NI5_single_001_density_input.pdb,3mgkB_4_reres.pdb,0.333,227,201
6NI5_single_001_density_input.pdb,3mgkB_5.pdb,0.327,227,201
6NI5_single_001_density_input.pdb,3mgkB_5_reres.pdb,0.327,227,201
6NI5_single_001_density_input.pdb,3mgkB_22.pdb,0.322,227,201
6NI5_single_001_density_input.pdb,3mgkB_22_reres.pdb,0.322,227,201
6NI5_single_001_density_input.pdb,3mgkB_0.pdb,0.349,227,201
6NI5_single_001_density_input.pdb,3mgkB_0_reres.pdb,0.349,227,201
6NI5_single_001_density_input.pdb,3ewnA00_2.pdb,0.367,227,228
6NI5_single_001_density_input.pdb,3mgkB_31.pdb,0.333,227,201
6NI5_single_001_density_input.pdb,3mgkB_31_reres.pdb,0.333,227,201
6NI5_single_001_density_input.pdb,3mgkB_21.pdb,0.316,227,201
6NI5_single_001_density_input.pdb,3mgkB_21_reres.pdb,0.316,227,201
6NI5_single_001_density_input.pdb,3ewnA00_14.pdb,0.419,227,228
6NI5_single_001_density_input.pdb,3mgkB_1_reres.pdb,0.311,227,201
6NI5_single_001_density_input.pdb,3mgkB_1.pdb,0.311,227,201
6NI5_single_001_density_input.pdb,3mgkB_24.pdb,0.311,227,201
6NI5_single_001_density_input.pdb,3mgkB_24_reres.pdb,0.311,227,201
6NI5_single_001_density_input.pdb,3mgkB_23.pdb,0.316,227,201
6NI5_single_001_density_input.pdb,3mgkB_23_reres.pdb,0.316,227,201
6NI5_single_001_density_input.pdb,3mgkB_12.pdb,0.311,227,201
6NI5_single_001_density_input.pdb,3mgkB_12_reres.pdb,0.311,227,201
6NI5_single_001_density_input.pdb,3mgkB_11_reres.pdb,0.327,227,201
6NI5_single_001_density_input.pdb,3mgkB_11.pdb,0.327,227,201
6NI5_single_001_density_input.pdb,3mgkB_27.pdb,0.311,227,201
6NI5_single_001_density_input.pdb,3mgkB_27_reres.pdb,0.311,227,201
6NI5_single_001_density_input.pdb,3mgkB_16.pdb,0.312,227,201
6NI5_single_001_density_input.pdb,3mgkB_16_reres.pdb,0.312,227,201
6NI5_single_001_density_input.pdb,3mgkB_8.pdb,0.305,227,201
6NI5_single_001_density_input.pdb,3mgkB_8_reres.pdb,0.305,227,201
6NI5_single_001_density_input.pdb,3mgkB_3.pdb,0.311,227,201
6NI5_single_001_density_input.pdb,3mgkB_3_reres.pdb,0.311,227,201
6NI5_single_001_density_input.pdb,3mgkB_10.pdb,0.295,227,201
6NI5_single_001_density_input.pdb,3mgkB_10_reres.pdb,0.295,227,201
6NI5_single_001_density_input.pdb,3mgkB_19.pdb,0.301,227,201
6NI5_single_001_density_input.pdb,3mgkB_19_reres.pdb,0.301,227,201
6NI5_single_001_density_input.pdb,4k2hD00_5.pdb,0.333,227,186
6NI5_single_001_density_input.pdb,4k2hD00_5_reres.pdb,0.333,227,186
6NI5_single_001_density_input.pdb,4k2hD00_21.pdb,0.343,227,186
6NI5_single_001_density_input.pdb,4k2hD00_21_reres.pdb,0.343,227,186
6NI5_single_001_density_input.pdb,4y1eA_15.pdb,0.4,227,171
6NI5_single_001_density_input.pdb,3fseA01_31.pdb,0.335,227,190
6NI5_single_001_density_input.pdb,3cyfA00_28.pdb,0.325,227,185
6NI5_single_001_density_input.pdb,4k2hD00_15.pdb,0.375,227,186
6NI5_single_001_density_input.pdb,4k2hD00_15_reres.pdb,0.375,227,186
6NI5_single_001_density_input.pdb,4y1eA_25.pdb,0.373,227,171
6NI5_single_001_density_input.pdb,3uk7A01_30.pdb,0.39,227,187
6NI5_single_001_density_input.pdb,3uk7A01_9.pdb,0.415,227,187
6NI5_single_001_density_input.pdb,3uk7A01_14.pdb,0.353,227,187
6NI5_single_001_density_input.pdb,3uk7A01_5.pdb,0.432,227,187
6NI5_single_001_density_input.pdb,3uk7A01_28.pdb,0.375,227,187
6NI5_single_001_density_input.pdb,3fseA01_20.pdb,0.328,227,190
6NI5_single_001_density_input.pdb,3cyfA00_20.pdb,0.35,227,185
6NI5_single_001_density_input.pdb,4k2hD00_0.pdb,0.387,227,186
6NI5_single_001_density_input.pdb,4k2hD00_0_reres.pdb,0.387,227,186
6NI5_single_001_density_input.pdb,3uk7A01_16.pdb,0.356,227,187
6NI5_single_001_density_input.pdb,3cyfA00_15.pdb,0.298,227,185
6NI5_single_001_density_input.pdb,4y1eA_18.pdb,0.373,227,171
6NI5_single_001_density_input.pdb,3cyfA00_31.pdb,0.368,227,185
6NI5_single_001_density_input.pdb,4y1eA_17.pdb,0.324,227,171
6NI5_single_001_density_input.pdb,4y1eA_23.pdb,0.311,227,171
6NI5_single_001_density_input.pdb,4y1eA_30.pdb,0.357,227,171
6NI5_single_001_density_input.pdb,4k2hD00_27.pdb,0.337,227,186
6NI5_single_001_density_input.pdb,4k2hD00_27_reres.pdb,0.337,227,186
6NI5_single_001_density_input.pdb,4k2hD00_29.pdb,0.406,227,186
6NI5_single_001_density_input.pdb,4k2hD00_29_reres.pdb,0.406,227,186
6NI5_single_001_density_input.pdb,3uk7A01_21.pdb,0.392,227,187
6NI5_single_001_density_input.pdb,3fseA01_17.pdb,0.322,227,190
6NI5_single_001_density_input.pdb,3fseA01_9.pdb,0.348,227,190
6NI5_single_001_density_input.pdb,3cyfA00_30.pdb,0.308,227,185
6NI5_single_001_density_input.pdb,4k2hD00_1_reres.pdb,0.378,227,186
6NI5_single_001_density_input.pdb,3uk7A01_24.pdb,0.363,227,187
6NI5_single_001_density_input.pdb,4y1eA_14.pdb,0.313,227,171
6NI5_single_001_density_input.pdb,4k2hD00_11_reres.pdb,0.317,227,186
6NI5_single_001_density_input.pdb,4k2hD00_11.pdb,0.317,227,186
6NI5_single_001_density_input.pdb,3uk7A01_1.pdb,0.377,227,187
6NI5_single_001_density_input.pdb,3fseA01_14.pdb,0.328,227,190
6NI5_single_001_density_input.pdb,4y1eA_8.pdb,0.365,227,171
6NI5_single_001_density_input.pdb,4k2hD00_23.pdb,0.382,227,186
6NI5_single_001_density_input.pdb,4k2hD00_23_reres.pdb,0.382,227,186
6NI5_single_001_density_input.pdb,3fseA01_2.pdb,0.357,227,190
6NI5_single_001_density_input.pdb,4hcjA00_16.pdb,0.366,227,169
6NI5_single_001_density_input.pdb,4y1eA_0.pdb,0.311,227,171
6NI5_single_001_density_input.pdb,4y1eA_10.pdb,0.349,227,171
6NI5_single_001_density_input.pdb,4k2hD00_14.pdb,0.319,227,186
6NI5_single_001_density_input.pdb,4k2hD00_14_reres.pdb,0.319,227,186
6NI5_single_001_density_input.pdb,4k2hD00_16.pdb,0.367,227,186
6NI5_single_001_density_input.pdb,4k2hD00_16_reres.pdb,0.367,227,186
6NI5_single_001_density_input.pdb,3uk7A01_2.pdb,0.405,227,187
6NI5_single_001_density_input.pdb,4y1eA_20.pdb,0.307,227,171
6NI5_single_001_density_input.pdb,3uk7A01_10.pdb,0.396,227,187
6NI5_single_001_density_input.pdb,4y1eA_12.pdb,0.311,227,171
6NI5_single_001_density_input.pdb,3cyfA00_0.pdb,0.325,227,185
6NI5_single_001_density_input.pdb,4k2hD00_28.pdb,0.319,227,186
6NI5_single_001_density_input.pdb,4k2hD00_28_reres.pdb,0.319,227,186
6NI5_single_001_density_input.pdb,4k2hD00_30.pdb,0.299,227,186
6NI5_single_001_density_input.pdb,4k2hD00_30_reres.pdb,0.299,227,186
6NI5_single_001_density_input.pdb,4k2hD00_7.pdb,0.375,227,186
6NI5_single_001_density_input.pdb,4k2hD00_7_reres.pdb,0.375,227,186
6NI5_single_001_density_input.pdb,4hcjA00_13.pdb,0.384,227,169
6NI5_single_001_density_input.pdb,4k2hD00_13.pdb,0.333,227,186
6NI5_single_001_density_input.pdb,4k2hD00_13_reres.pdb,0.333,227,186
6NI5_single_001_density_input.pdb,4k2hD00_4.pdb,0.307,227,186
6NI5_single_001_density_input.pdb,4k2hD00_4_reres.pdb,0.307,227,186
6NI5_single_001_density_input.pdb,4y1eA_19.pdb,0.369,227,171
6NI5_single_001_density_input.pdb,4y1eA_2.pdb,0.333,227,171
6NI5_single_001_density_input.pdb,4xllA00_16.pdb,0.337,227,183
6NI5_single_001_density_input.pdb,3cyfA00_27.pdb,0.308,227,185
6NI5_single_001_density_input.pdb,3fseA01_15.pdb,0.333,227,190
6NI5_single_001_density_input.pdb,3cyfA00_26.pdb,0.342,227,185
6NI5_single_001_density_input.pdb,4k2hD00_20.pdb,0.377,227,186
6NI5_single_001_density_input.pdb,4k2hD00_20_reres.pdb,0.377,227,186
6NI5_single_001_density_input.pdb,3fseA01_19.pdb,0.315,227,190
6NI5_single_001_density_input.pdb,4y1eA_24.pdb,0.305,227,171
6NI5_single_001_density_input.pdb,3fseA01_10.pdb,0.335,227,190
6NI5_single_001_density_input.pdb,4y1eA_4.pdb,0.35,227,171
6NI5_single_001_density_input.pdb,3cyfA00_5.pdb,0.34,227,185
6NI5_single_001_density_input.pdb,3fseA01_29.pdb,0.328,227,190
6NI5_single_001_density_input.pdb,4hcjA00_20.pdb,0.375,227,169
6NI5_single_001_density_input.pdb,4y1eA_3.pdb,0.359,227,171
6NI5_single_001_density_input.pdb,4xllA00_10.pdb,0.309,227,183
6NI5_single_001_density_input.pdb,3cyfA00_18.pdb,0.308,227,185
6NI5_single_001_density_input.pdb,3cyfA00_3.pdb,0.342,227,185
6NI5_single_001_density_input.pdb,3cyfA00_11.pdb,0.342,227,185
6NI5_single_001_density_input.pdb,3uk7A01_18.pdb,0.362,227,187
6NI5_single_001_density_input.pdb,3uk7A01_0.pdb,0.357,227,187
6NI5_single_001_density_input.pdb,3fseA01_13.pdb,0.311,227,190
6NI5_single_001_density_input.pdb,4y1eA_26.pdb,0.325,227,171
6NI5_single_001_density_input.pdb,4xllA00_23.pdb,0.337,227,183
6NI5_single_001_density_input.pdb,3cyfA00_13.pdb,0.308,227,185
6NI5_single_001_density_input.pdb,4hcjA00_26.pdb,0.36,227,169
6NI5_single_001_density_input.pdb,4y1eA_11.pdb,0.333,227,171
6NI5_single_001_density_input.pdb,4k2hD00_10.pdb,0.333,227,186
6NI5_single_001_density_input.pdb,4k2hD00_10_reres.pdb,0.333,227,186
6NI5_single_001_density_input.pdb,3fseA01_7.pdb,0.313,227,190
6NI5_single_001_density_input.pdb,3fseA01_11.pdb,0.333,227,190
6NI5_single_001_density_input.pdb,4y1eA_27.pdb,0.305,227,171
6NI5_single_001_density_input.pdb,3fseA01_18.pdb,0.315,227,190
6NI5_single_001_density_input.pdb,3fseA01_5.pdb,0.32,227,190
6NI5_single_001_density_input.pdb,4y1eA_6.pdb,0.325,227,171
6NI5_single_001_density_input.pdb,4xllA00_14.pdb,0.298,227,183
6NI5_single_001_density_input.pdb,4hcjA00_0.pdb,0.333,227,169
6NI5_single_001_density_input.pdb,4hcjA00_1.pdb,0.35,227,169
6NI5_single_001_density_input.pdb,4y1eA_16.pdb,0.325,227,171
6NI5_single_001_density_input.pdb,4xllA00_2.pdb,0.327,227,183
6NI5_single_001_density_input.pdb,3cyfA00_7.pdb,0.303,227,185
6NI5_single_001_density_input.pdb,3cyfA00_9.pdb,0.297,227,185
6NI5_single_001_density_input.pdb,3fseA01_1.pdb,0.317,227,190
6NI5_single_001_density_input.pdb,3uk7A01_6.pdb,0.365,227,187
6NI5_single_001_density_input.pdb,3bhnA00_11.pdb,0.36,227,208
6NI5_single_001_density_input.pdb,4y1eA_5.pdb,0.298,227,171
6NI5_single_001_density_input.pdb,3cyfA00_4.pdb,0.296,227,185
6NI5_single_001_density_input.pdb,3fseA01_23.pdb,0.305,227,190
6NI5_single_001_density_input.pdb,3fseA01_26.pdb,0.296,227,190
6NI5_single_001_density_input.pdb,4y1eA_31.pdb,0.344,227,171
6NI5_single_001_density_input.pdb,4y1eA_9.pdb,0.317,227,171
6NI5_single_001_density_input.pdb,3cyfA00_16.pdb,0.308,227,185
6NI5_single_001_density_input.pdb,3cyfA00_6.pdb,0.292,227,185
6NI5_single_001_density_input.pdb,3fseA01_16.pdb,0.309,227,190
6NI5_single_001_density_input.pdb,3bhnA00_3.pdb,0.362,227,208
6NI5_single_001_density_input.pdb,4y1eA_1.pdb,0.33,227,171
6NI5_single_001_density_input.pdb,3cyfA00_29.pdb,0.302,227,185
6NI5_single_001_density_input.pdb,3uk7A01_25.pdb,0.349,227,187
6NI5_single_001_density_input.pdb,4y1eA_29.pdb,0.345,227,171
6NI5_single_001_density_input.pdb,3fseA01_30.pdb,0.328,227,190
6NI5_single_001_density_input.pdb,3cyfA00_2.pdb,0.297,227,185
6NI5_single_001_density_input.pdb,3fseA01_12.pdb,0.307,227,190
6NI5_single_001_density_input.pdb,4y1eA_28.pdb,0.292,227,171
6NI5_single_001_density_input.pdb,4xllA00_26.pdb,0.341,227,183
6NI5_single_001_density_input.pdb,4xllA00_5.pdb,0.341,227,183
6NI5_single_001_density_input.pdb,4xllA00_13.pdb,0.275,227,183
6NI5_single_001_density_input.pdb,4y1eA_22.pdb,0.324,227,171
6NI5_single_001_density_input.pdb,3fseA01_27.pdb,0.305,227,190
6NI5_single_001_density_input.pdb,3fseA01_21.pdb,0.282,227,190
6NI5_single_001_density_input.pdb,3cyfA00_14.pdb,0.321,227,185
6NI5_single_001_density_input.pdb,3bhnA00_1.pdb,0.36,227,208
6NI5_single_001_density_input.pdb,4y1eA_21.pdb,0.387,227,171
6NI5_single_001_density_input.pdb,2vrnA00_21.pdb,0.294,227,184
6NI5_single_001_density_input.pdb,2vrnA00_6.pdb,0.273,227,184
6NI5_single_001_density_input.pdb,3fseA01_25.pdb,0.296,227,190
6NI5_single_001_density_input.pdb,3fseA01_6.pdb,0.296,227,190
6NI5_single_001_density_input.pdb,4y1eA_7.pdb,0.324,227,171
6NI5_single_001_density_input.pdb,3cyfA00_12.pdb,0.321,227,185
6NI5_single_001_density_input.pdb,4k2hD00_31.pdb,0.276,227,186
6NI5_single_001_density_input.pdb,4xllA00_17.pdb,0.292,227,183
6NI5_single_001_density_input.pdb,3cyfA00_23.pdb,0.314,227,185
6NI5_single_001_density_input.pdb,3cyfA00_10.pdb,0.316,227,185
6NI5_single_001_density_input.pdb,2vrnA00_3.pdb,0.309,227,184
6NI5_single_001_density_input.pdb,3cyfA00_19.pdb,0.292,227,185
6NI5_single_001_density_input.pdb,2vrnA00_14.pdb,0.336,227,184
6NI5_single_001_density_input.pdb,3fseA01_22.pdb,0.373,227,190
6NI5_single_001_density_input.pdb,3bhnA00_16.pdb,0.366,227,208
6NI5_single_001_density_input.pdb,3bhnA00_14.pdb,0.34,227,208
6NI5_single_001_density_input.pdb,3bhnA00_25.pdb,0.318,227,208
6NI5_single_001_density_input.pdb,4xllA00_25.pdb,0.324,227,183
6NI5_single_001_density_input.pdb,4xllA00_11.pdb,0.316,227,183
6NI5_single_001_density_input.pdb,2vrnA00_11.pdb,0.298,227,184
6NI5_single_001_density_input.pdb,3fseA01_0.pdb,0.282,227,190
6NI5_single_001_density_input.pdb,3bhnA00_24.pdb,0.345,227,208
6NI5_single_001_density_input.pdb,3bhnA00_17.pdb,0.306,227,208
6NI5_single_001_density_input.pdb,3bhnA00_22.pdb,0.393,227,208
6NI5_single_001_density_input.pdb,4xllA00_24.pdb,0.324,227,183
6NI5_single_001_density_input.pdb,3bhnA00_7.pdb,0.293,227,208
6NI5_single_001_density_input.pdb,4xllA00_9.pdb,0.314,227,183
6NI5_single_001_density_input.pdb,4xllA00_8.pdb,0.284,227,183
6NI5_single_001_density_input.pdb,3bhnA00_23.pdb,0.294,227,208
6NI5_single_001_density_input.pdb,3bhnA00_30.pdb,0.389,227,208
6NI5_single_001_density_input.pdb,3bhnA00_0.pdb,0.382,227,208
6NI5_single_001_density_input.pdb,3bhnA00_13.pdb,0.315,227,208
6NI5_single_001_density_input.pdb,3bhnA00_2.pdb,0.324,227,208
6NI5_single_001_density_input.pdb,3bhnA00_29.pdb,0.397,227,208
6NI5_single_001_density_input.pdb,3bhnA00_20.pdb,0.318,227,208
